product_name,specs,price,brand,category,image_array
HP Victus Gaming 15-FB1887AX,"R5 7535HS/8GB/512/RTX2050 4GB/W11+OHS21/15.6""FHD/BL/NUMPAD/WHITE",9945,HP,laptop,
HP Victus Gaming 15-FB1888AX,"R5 7535HS/8GB/512/RTX2050 4GB/W11+OHS21/15.6""FHD/BL/NUMPAD/SILVER",9945,HP,laptop,
HP Victus Gaming 15-FB2777AX,"R5 8645HS/8GB/512/RTX3050 6GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/MICA SILVER",12195,HP,laptop,
HP Victus Gaming 15-FB2666AX,"R5 8645HS/8GB/512/RTX4050 6GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/MICA SILVER",14195,HP,laptop,
HP Victus Gaming 15-FB2667AX,"R5 8645HS/8GB/512/RTX4050 6GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/PERFORMANCE BLUE",14195,HP,laptop,
HP Victus Gaming 15-FB2997AX,"R5 8645HS/16GB/512/RTX4060 8GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/PERFORMANCE BLUE",15595,HP,laptop,
HP Victus Gaming 15-FB2999AX,"R5 8645HS/16GB/512/RTX4060 8GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/MICA SILVER",15595,HP,laptop,
HP Victus Gaming 16-S1111AX,"R5 8645HS/16GB/SSD 1TB/RTX4060 8GB/W11+OHS21/16.1""FHD IPS/BL/NUMPAD/MICA SILVER",16595,HP,laptop,
HP Victus Gaming 15-FB2555AX ,"R7 8845HS/8GB/512/RTX4050 6GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/MICA SILVER",15795,HP,laptop,
HP Victus Gaming 15-FB2556AX,"R7 8845HS/8GB/512/RTX4050 6GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/PERFORMANCE BLUE",15795,HP,laptop,
HP Victus Gaming 15-FB2557AX,"R7 8845HS/8GB/512/RTX4050 6GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/CERAMIC WHITE",15695,HP,laptop,
HP Victus Gaming 15-FB2111AX,"R7 8845HS/16GB/512/RTX4060 8GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/MICA SILVER",16640,HP,laptop,
HP Victus Gaming 15-FB2112AX,"R7 8845HS/16GB/512/RTX4060 8GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/PERFORMANCE BLUE",16640,HP,laptop,
HP Victus Gaming 16-S1777AX,"R7 8845HS/16GB/SSD 1TB/RTX4070 8GB/W11+OHS21/16.1""FHD IPS/100%sRGB/1-ZONE RGB BL/SILVER",23445,HP,laptop,
HP Envy X360 14-FC0555TU,"Intel Core Ultra 5 125U/16GB/512/W11+OHS21/14"" 2.8K OLED/FLIP/TOUCH/PEN/BL/SILVER",16795,HP,laptop,
HP Envy X360 14-FC0777TU,"Intel Core Ultra 7 155U/16GB/SSD 1TB/W11+OHS21/14""2.8K OLED/FLIP/TOUCH/PEN/BL/SILVER",19495,HP,laptop,
HP Envy X360 14-FC0888TU,"Intel Core Ultra 7 155U/16GB/SSD 1TB/W11+OHS21/14""2.8K OLED/FLIP/TOUCH/PEN/BL/BLUE",19495,HP,laptop,
HP Envy X360 14-FA0888AU R7,"R7 8840HS/32GB/SSD 1TB/W11+OHS21/14"" 2.8K OLED/FLIP/TOUCH/PEN/BL/SILVER",20695,HP,laptop,
HP Spectre X360-EU0069TU,"Intel Core Ultra 7 155H/32GB/SSD 2TB/W11+OHS21/14"" 2.8K O.ED/FLIP/TOUCH/PEN/BLUE",28495,HP,laptop,
HP Spectre X360-EU0070TU,"Intel Core Ultra 7 155H/32GB/SSD 2TB/W11+OHS21/14"" 2.8K O.ED/FLIP/TOUCH/PEN/BLACK",28495,HP,laptop,
"LED C2223HE 21.5""",BUNDLING,0,Asus,aksesoris,
"LED VZ24EHE 23.8""",BUNDLING,0,Asus,aksesoris,
"LED VA24EHFA 23.8""",BUNDLING,0,Asus,aksesoris,
"PC S500TE-382000003W + LED 21.5"" C2223HE",I3 13100/8GB/SSD 256/W11/2Y/BLACK,799,Asus,komputer,
"PC S500TE-382000002W + LED 21.5"" C2223HE",I3 13100/8GB/SSD 256/W11/2Y/BLACK,799,Asus,komputer,
"PC S501MER-385000003W + LED 21.5"" C2223HE",I3 13100/8GB/SSD 512/W11/2Y/BLACK,8195,Asus,komputer,
"PC S501MER-585000003W + LED 21.5"" C2223HE",I5 13500/8GB/SSD 512/W11/2Y/BLACK,9595,Asus,komputer,
"PC S501MER-785000005W + LED 21.5"" C2223HE",I7 13700/8GB/SSD 512/W11/2Y/BLACK,124,Asus,komputer,
AIO E1600WKAT-BD182WF TOUCH 3Y,"N4500/8GB/256/W11/15.6""FHD/TOUCH/3Y/BLACK",609,Asus,komputer,
AIO A3202WBAK-WPB182W,"INTEL 7305/8GB/256/W11/21.5""FHD/2Y/WHITE",559,Asus,komputer,
AIO A3202WBAK-WPB382W,"I3 1215/8GB/256/W11/21.5""FHD/2Y/WHITE",674,Asus,komputer,
AIO A3202WBAK-WPB385W,"I3 1215/8GB/512/W11/21.5""FHD/2Y/WHITE",7045,Asus,komputer,
AIO A3202WVAK-WPB385WS,"I3 1315/8GB/512/W11+OHS21/21.5""FHD/2Y/WHITE",7995,Asus,komputer,
AIO A3402WVAK-WPC385WS,"I3 1315/8GB/512/W11/23.8""FHD/2Y/WHITE",8195,Asus,komputer,
AIO A3202WBAK-WPB585W,"I5 1235/8GB/512/W11/21.5""FHD/2Y/WHITE",9640,Asus,komputer,
AIO A3402WBAK-WPC515WS,"I5 1235/16GB/512/W11+OHS21/23.8""FHD/100%sRGB/2Y/WHITE",108,Asus,komputer,
AIO A3402WVAK-WPC515WS,"I5 1335/16GB/512/W11+OHS21/23.8""FHD/2Y/WHITE",11395,Asus,komputer,
AIO E3202WVAK-BPB585WS 3Y,"I5 1335/8GB/512/W11+OHS21+O365/21.5""FHD/3Y/BLACK",1035,Asus,komputer,
AIO E3402WVAK-BPC585WS 3Y,"I5 1335/8GB/512/W11+OHS21/23.8""FHD/3Y/BLACK",107,Asus,komputer,
AIO E3402WVAK-BPC785WS 3Y,"I7 1355/8GB/512/W11+OHS21+O365/23.8""FHD/3Y/BLACK",1355,Asus,komputer,
AIO M3402WFAK-WPC385WS,"R3 7320/8GB/512/W11+OHS21/23.8""FHD/2Y/WHITE",7145,Asus,komputer,
ZEN UX3405MA-OLEDS512M,"Intel Core Ultra 5 125H/16GB/SSD 1TB/W11+OHS (M365 1Y)/14"" 3K OLED/BL/FOGGY SILVER",15445,Asus,laptop,
ZEN UX3405MA-OLEDS713,"Intel Core Ultra 7 155H/32GB/SSD 1TB/W11+OHS21/14"" 3K OLED/BL/PONDER BLUE",18495,Asus,laptop,
ZEN UX3405MA-OLEDS714,"Intel Core Ultra 7 155H/32GB/SSD 1TB/W11+OHS21/14"" 3K OLED/BL/FOGGY SILVER",18495,Asus,laptop,
ZEN UX3405MA-OLEDS714TM TOUCH,"Intel Core Ultra 7 155H/32GB/SSD 1TB/W11+OHS (M365 1Y)/14"" 3K OLED/TOUCH/BL/NUMPAD/SILVER",20945,Asus,laptop,
ZEN S UX5304MA-OLEDS711 ONLY 1KG + 1CM,"Intel Core Ultra 7 155U/32GB/SSD 1TB/W11+OHS21/13.3"" 3K OLED/BL/1.1mm KEY-TRAVEL/PRECISION TOUCHPAD With COPILOT KEY/PONDER BLUE",22740,Asus,laptop,
ZEN S UX5304MA-OLEDS712 ONLY 1KG + 1CM,"Intel Core Ultra 7 155U/32GB/SSD 1TB/W11+OHS21/13.3"" 3K OLED/BL/1.1mm KEY-TRAVEL/PRECISION TOUCHPAD With COPILOT KEY/BASALT GREY",22740,Asus,laptop,
ZEN S14 UX5406SA-OLEDS711TM TOUCH,"Intel Core Ultra 7 258V/32GB/SSD 1TB/W11+OHS (M365 1Y)/14"" 3K OLED/TOUCH/BL/GREY",25995,Asus,laptop,
ZEN DUO UX8406MA-OLEDS711,"Intel Core Ultra 7 155H/16GB/SSD 1TB/W11+OHS21/14"" 3K OLED/TOUCH/SOFT KEYBOARD/INKWELL GREY",29695,Asus,laptop,
ZEN DUO UX8406MA-OLEDS921,"Intel Core Ultra 9 185H/32GB/SSD 2TB/W11+OHS21/14"" 3K OLED/TOUCH/INKWELL GREY",33795,Asus,laptop,
ZEN UM3406HA-OLED753,"R7 8840HS/16GB/512/W11+OHS21/14""WUXGA OLED/BL/NUMPAD WITH COPILOT KEY/BLACK",14595,Asus,laptop,
T3304GA-OLED321 LEPASAN,"I3 N300/8GB/256/W11+OHS21/13.3""FHD OLED/FP/TOUCH/LEPASAN/PEN/BLACK",11395,Asus,laptop,
TP3402VA-OLEDS553T,"I5 13500H/16GB/512/W11+OHS21/14""OLED 2.8K/FLIP/TOUCH/PEN/BL/FP/QUIET BLUE",14345,Asus,laptop,
TP3402VA-OLEDS554T,"I5 13500H/16GB/512/W11+OHS21/14""OLED 2.8K/FLIP/TOUCH/PEN/BL/FP/COOL SILVER",14345,Asus,laptop,
TP3402VA-OLEDS751,"I7 13700H/16GB/512/W11+OHS21/14""2.8K OLED/FLIP/TOUCH/PEN/BL/FP/QUIET BLUE",16240,Asus,laptop,
TP3402VA-OLEDS752,"I7 13700H/16GB/512/W11+OHS21/14"" 2.8K OLED/FLIP/TOUCH/PEN/BL/FP/COOL SILVER",16240,Asus,laptop,
TN3402YA-VIPS557,"R5 7430U/16GB/512/W11+OHS21/14""WUXGA IPS/FLIP/TOUCH/BL/FP/SILVER",11345,Asus,laptop,
TN3402YA-VIPS558,"R5 7430U/16GB/512/W11+OHS21/14""WUXGA IPS/FLIP/TOUCH/BL/FP/BLUE",11345,Asus,laptop,
E210KA-FHD415M,"N4050/8GB/128 eMMC/W11+OHS21+O365/11.6""/1Y/PEACOCK BLUE/SLEEVE INBOX",3850,Asus,aksesoris,
E210KA-FHD417M,"N4050/8GB/128 eMMC/W11+OHS21+O365/11.6""/1Y/BLACK/SLEEVE INBOX",3850,Asus,aksesoris,
E410KA-FHD425 4GB,"N4500/4GB/256/W11+OHS21/14""FHD/BL/NUMPAD/STAR BLACK",4355,Asus,aksesoris,
E410KA-FHD426,"N4500/8GB/256/W11+OHS21/14""FHD/BL/NUMPAD/BLUE",4630,Asus,aksesoris,
E410KA-FHD429,"N4500/8GB/256/W11+OHS21/14""FHD/BL/NUMPAD/BLACK",4630,Asus,aksesoris,
E410KA-FHD429M,"N4500/8GB/256/W11+OHS21+O365/14""FHD/BL/NUMPAD/BLACK",4630,Asus,aksesoris,
E410KA-FHD454,"N4500/8GB/256/W11+OHS21+O365/14""FHD/BL/NUMPAD/BLACK",4990,Asus,aksesoris,
E410KA-FHD455,"N4500/8GB/512/W11+OHS21/14""FHD/BL/NUMPAD/BLUE",4990,Asus,aksesoris,
E410KA-FHD456M ROSE PINK,"N4500/8GB/512/W11+OHS21/14""FHD/BL/NUMPAD/ROSE PINK",5050,Asus,aksesoris,
A1400KA-FHD421,"N4500/4GB/256/W11+OHS21/14""FHD/BL/FP/BLACK",4390,Asus,aksesoris,
A1400KA-FHD423,"N4500/8GB/256/W11+OHS21/14""FHD/BL/FP/BLACK",4620,Asus,aksesoris,
A1400KA-FHD4510,"N4500/4GB/512/W11+OHS21/14""FHD/BL/FP/SILVER",4740,Asus,aksesoris,
A1400KA-FHD4512,"N4500/8GB/512/W11+OHS21/14""FHD/BL/FP/BLACK",4890,Asus,aksesoris,
E1404GA-FHD321M,"I3 N305 8 CORE/8GB/256/W11+OHS21+O365/14""FHD/BL/FP/BLACK",5770,Asus,laptop,
E1404GA-FHD322M,"I3 N305 8 CORE/8GB/256/W11+OHS21+O365/14""FHD/BL/FP/GREEN GREY",5770,Asus,laptop,
E1404GA-FHD323M,"I3 N305 8 CORE/8GB/256/W11+OHS21+O365/14""FHD/BL/FP/SILVER",5770,Asus,laptop,
E1404GA-FHD354 + TAS,"I3 N305 8 CORE/8GB/512/W11+OHS21/14""FHD/BL/FP/BLACK/TAS OUTBOX",5845,Asus,laptop,
E1404GA-FHD351,"I3 N305 8 CORE/8GB/512/W11+OHS21/14""FHD/BL/FP/BLACK",5945,Asus,laptop,
E1404GA-FHD352M,"I3 N305 8 CORE/8GB/512/W11+OHS21+O365/14""FHD/BL/GREEN GREY",5945,Asus,laptop,
E1404GA-FHD353,"I3 N305 8 CORE/8GB/512/W11+OHS21/14""FHD/BL/FP/SILVER",5945,Asus,laptop,
A1404VA-VIPS351M,"I3 1315U/8GB/512/W11+OHS21+O365/14""FHD/BL/FP/QUIET BLUE",7245,Asus,laptop,
A1404VA-VIPS352M,"I3 1315U/8GB/512/W11+OHS21+O365/14""FHD/BL/FP/SILVER",7245,Asus,laptop,
A1404ZA-VIPS551,"I5 1235U/8GB/512/W11+OHS21/14""FHD IPS/BL/FP/QUIET BLUE",7920,Asus,laptop,
A1404ZA-VIPS553,"I5 1235U/8GB/512/W11+OHS21/14""FHD IPS/BL/FP/SILVER",7920,Asus,laptop,
A1404ZA-VIPS552M,"I5 1235U/8GB/512/W11+OHS21+O365/14""FHD/BL/FP/TERRA COTTA",7920,Asus,laptop,
A1404ZA-VIPS553M,"I5 1235U/8GB/512/W11+OHS21+O365/14""FHD/BL/FP/SILVER",7920,Asus,laptop,
A1404ZA-VIPS557M,"I5 1235/16GB/512/W11+OHS21+O365/14""FHD IPS/BL/FP/QUIET BLUE",8320,Asus,laptop,
A1404ZA-VIPS558M,"I5 1235/16GB/512/W11+OHS21+O365/14""FHD IPS/BL/FP/SILVER",8320,Asus,laptop,
A1404ZA-VIPS559M,"I5 1235/16GB/512/W11+OHS21+O365/14""FHD IPS/BL/FP/TERRA COTTA",8320,Asus,laptop,
A1404VA-VIPS551,"I5 1335U/8GB/512/W11+OHS21/14""FHD IPS/BL/FP/QUIET BLUE",8720,Asus,laptop,
A1404VA-VIPS552,"I5 1335U/8GB/512/W11+OHS21/14""FHD IPS/BL/FP/SILVER",8720,Asus,laptop,
A1504VAP-VIPS5504M TOUCH,"I5 120U/16GB/512/W11+OHS21+O365/15.6""FHD IPS/TOUCH/BL/FP/QUIET BLUE",10195,Asus,laptop,
K3605ZF-VIPS551,"I5 12500H/8GB/512/RTX2050 4GB/W11+OHS21/16""WUXGA IPS/BL/FP/NUMPAD/BLACK",9745,Asus,laptop,
A1404VA-VIPS751,"I7 1355U/8GB/512/W11+OHS21/14""FHD IPS/BL/FP/QUIET BLUE",10845,Asus,laptop,
A1405VA-VIPS752,"I7 1355U/8GB/512/W11+OHS21/14""WUXGA IPS/BL/FP/SILVER",11595,Asus,laptop,
A1404VA-VIPS711,"I7 1355U/16GB/SSD 1TB/W11+OHS21/14""FHD IPS/BL/FP/QUIET BLUE",11995,Asus,laptop,
A1404VA-VIPS712,"I7 1355U/16GB/SSD 1TB/W11+OHS21/14""FHD IPS/BL/FP/SILVER",11995,Asus,laptop,
A1504VAP-VIPS7101,"Intel Core 7 150U/16GB/SSD 1TB/W11+OHS21/15.6""FHD V-IPS/QUIET BLUE",12295,Asus,laptop,
S5406MA-OLED713,"Intel Core Ultra 7 155H/16GB/SSD 1TB/W11+OHS21/14""WUXGA OLED/1-ZONE RGB BL/WITH COPILOT KEY/NEUTRAL BLACK",14990,Asus,laptop,
S5406MA-OLED714,"Intel Core Ultra 7 155H/16GB/SSD 1TB/W11+OHS21/14""WUXGA OLED/1-ZONE RGB BL/WITH COPILOT KEY/MIST BLUE",14990,Asus,laptop,
E1404FA-FHD321,"R3 7320/8GB/256/W11+OHS21/14""FHD/BL/FP/BLACK",5745,Asus,laptop,
E1404FA-FHD323M,"R3 7320/8GB/256/W11+OHS21+O365/14""FHD/BL/FP/SILVER",5795,Asus,laptop,
E1404FA-FHD351,"R3 7320/8GB/512/W11+OHS21/14""FHD/BL/FP/BLACK",6145,Asus,laptop,
E1404FA-FHD352,"R3 7320/8GB/512/W11+OHS21/14""FHD/BL/FP/SILVER",6145,Asus,laptop,
E1404FA-FHD353M,"R3 7320/8GB/512/W11+OHS21+O365/14""FHD/BL/FP/GREEN GREY",6145,Asus,laptop,
E1504FA-OLED351,"R3 7320/8GB/512/W11+OHS21/15.6""OLED/BL/FP/SILVER",7240,Asus,laptop,
E1504FA-OLED352,"R3 7320/8GB/512/W11+OHS21/15.6""OLED/BL/FP/BLACK",7240,Asus,laptop,
E1504FA-OLED352M,"R3 7320/8GB/512/W11+OHS21+O365/15.6""OLED/BL/FP/BLACK",7240,Asus,laptop,
E1404FA-VIPS558,"R5 7520/8GB/512/W11+OHS21/14""FHD IPS/BL/FP/BLACK",7645,Asus,laptop,
E1404FA-VIPS559,"R5 7520/8GB/512/W11+OHS21/14""FHD IPS/BL/FP/SILVER",7645,Asus,laptop,
E1404FA-VIPS552,"R5 7520/16GB/512/W11+OHS21/14""FHD IPS/BL/FP/BLACK",8390,Asus,laptop,
E1404FA-VIPS553,"R5 7520/16GB/512/W11+OHS21/14""FHD IPS/BL/FP/GREEN GREY",8390,Asus,laptop,
E1404FA-VIPS554,"R5 7520/16GB/512/W11+OHS21/14""FHD IPS/BL/FP/SILVER",8390,Asus,laptop,
E1404FA-VIPS553M,"R5 7520/16GB/512/W11+OHS21+O365/14""FHD IPS/BL/FP/GREEN GREY",8390,Asus,laptop,
E1504FA-OLED553,"R5 7520/16GB/512/W11+OHS21/15.6""FHD OLED/BL/FP/SILVER",9195,Asus,laptop,
E1504FA-OLED553M,"R5 7520/16GB/512/W11+OHS21+O365/15.6""FHD OLED/BL/FP/SILVER",9195,Asus,laptop,
M1405YA-VIPS554,"R5 7430/16GB/512/W11+OHS21/14""WUXGA IPS/BL/FP/BLACK",8690,Asus,laptop,
M1405YA-VIPS555,"R5 7430/16GB/512/W11+OHS21/14""WUXGA IPS/BL/FP/SILVER",8690,Asus,laptop,
M5406NA-OLED552,"R5 7535HS/16GB/512/W11+OHS21/14""WUXGA OLED/1-ZONE RGB BL/WITH COPILOT KEY/NEUTRAL BLACK",10790,Asus,laptop,
M1405YA-VIPS751,"R7 7730/16GB/512/W11+OHS21/14""WUXGA IPS/BL/FP/SILVER",9795,Asus,laptop,
M1405YA-VIPS752,,9795,Asus,aksesoris,
M1405YA-OLEDS711,"R7 7730/16GB/SSD 1TB/W11+OHS21/14""2.8K OLED/BL/FP/INDIE BLACK",11845,Asus,laptop,
M1405YA-OLEDS713,"R7 7730/16GB/SSD 1TB/W11+OHS21/14""2.8K OLED/BL/FP/SILVER",11845,Asus,laptop,
M5406UA-OLED752,"R7 8845HS/16GB/512/W11+OHS21/14""WUXGA OLED/1-ZONE RGB BL WITH COPILOT KEY/BLACK",13195,Asus,laptop,
S5507QA-OLEDSP11M,"Snapdragon X Plus X1P/16GB/SSD 1TB/W11+OHS21+M365 1Y/15.6""3K OLED/1-ZONE RGB BL/COPILOT KEY/NUMPAD/SILVER",16995,Asus,laptop,
PRO ART HT5306QA-OLEDSP11M MODEL LEPASAN,"Snapdragon X Plus X1P42100/16GB/SSD 1TB/W11+OHS21+M365 1Y/13.3"" WQXGA+ OLED/TOUCH/PEN/BLACK",24795,Asus,laptop,
PRO ART HN7306WU-OLEDS911M,"Ryzen AI 9 365/24GB/SSD 1TB/RTX4050 6GB/W11+OHS21+M365 1Y/13.3"" 3K OLED/TOUCH/FLIP/PEN/BL/COPILOT KEY/NANO BLACK",30000,Asus,laptop,
TUF FA506NF-R525B6T-OM,"R5 7535HS/8GB/512/RTX2050 4GB/W11+OHS21+M365 1Y/15.6""FHD IPS/BL 1-ZONE RGB/GRAPHITE BLACK",937,Asus,laptop,
TUF FA506NC-R535B6T-OM,"R5 7535HS/8GB/512/RTX3050 4GB/W11+OHS21+M365 1Y/15.6""FHD IPS/BL 1-ZONE RGB/BLACK",10790,Asus,laptop,
TUF FA507NU-R545K6M-OM,"R5 7535HS/16GB/512/RTX4050 6GB/W11+OHS21+M365 1Y/15.6""FHD IPS/100%sRGB/1 ZONE RGB BL/MECHA GREY",14445,Asus,laptop,
TUF FA506NFR-R725B1T-OM,"R7 7435HS/8GB/512/RTX2050 4GB/W11+OHS21+M365 1Y/15.6""FHD IPS/1-ZONE RGB BL/BLACK",10890,Asus,laptop,
TUF FA506NFR-R725B6T-OM 16GB,"R7 7435HS/16GB/512/RTX2050 4GB/W11+OHS21+M365 1Y/15.6""FHD IPS/1-ZONE RGB BL/GRAPHITE BLACK",10845,Asus,laptop,
TUF FA506NCR-R735B1T-OM,"R7 7435HS/8GB/512/RTX3050 4GB/W11+OHS21+M365 1Y/15.6""'FHD IPS/1-ZONE RGB BL/BLACK",11595,Asus,laptop,
TUF FA506NCR-R735B6T-OM 16GB,"R7 7435HS/16GB/512/RTX3050 4GB/W11+OHS21+M365 1Y/15.6""FHD IPS/RGB BL/BLACK",11595,Asus,laptop,
TUF FA507NUR-R745K6M-O,"R7 7435HS/16GB/512/RTX4050 6GB/W11+OHS21/15.6""FHD IPS/100%sRGB/BL 1-ZONE RGB/MECHA GREY",15495,Asus,laptop,
TUF FA401UU-R745G6G-OM,"R7 8845HS/16GB/512/RTX4050 6GB/W11+OHS+M365 1Y/14""QHD/100%sRGB/BL/JAEGAR GREY",21390,Asus,laptop,
TUF FA507UI-R947K9M-OM,"R9 8945H/16GB/SSD 1TB/RTX4070 8GB/W11+OHS21+M365 1Y/15.6""FHD IPS/100%sRGB/1-ZONE RGB BL/MECHA GREY",23995,Asus,laptop,
TUF FX507ZC4-I535B1M-O,"I5 12500H/8GB/512/RTX3050 4GB/W11+OHS21/15.6""FHD IPS/1-ZONE RGB BL/MECHA GREY ",12345,Asus,laptop,
ROG GA403UU-R745OL6G-OM Zephyrus G14,"R7 8845HS/16GB/SSD 1TB/RTX4050 6GB/W11+OHS+M365 1Y/14"" 3K OLED/1-ZONE RGB BL/ECLIPSE GREY",29450,Asus,laptop,
ROG G614JU-I745J8G-OM  STRIX G16,"I7 13650HX/16GB/512/RTX4050 6GB/W11+OHS21+M365 1Y/16""FHD IPS/100%sRGB/4-ZONE RGB BL/MOUSE/GREY",22190,Asus,laptop,
ROG G614JV-I746C7G-OM  STRIX G16,"I7 13650HX/16GB/SSD 1TB/RTX4060 8GB/W11+OHS21+M365 1Y/16""QHD+ IPS/BL PER-KEY RGB/NUMPAD/ECLIPSE GREY",26400,Asus,laptop,
ASUS Zenfone 11 Ultra 12/256,"Eternal Black, Skyline Blue",9999000,Asus,handphone,
IBOX MLY33ID Apple Macbook Air 2022,"M2 8C CPU/8GB/256/GPU 8C OS X/13.3""/1Y/MIDNIGHT BLACK/GAR RESMI IBOX",14400,Apple,laptop,
IBOX MRXV3ID Apple Macbook Air 13,"M3 8C GPU/8GB/256/8C CPU/13.3""/1Y/MIDNIGHT/GAR RESMI IBOX",16950,Apple,laptop,
iPhone 14 128GB,"Blue, Purple",12499000,Apple,handphone,
iPhone 15 128GB,"Black, Blue",13249000,Apple,handphone,
iPhone 15 Plus 128GB,Black,16249000,Apple,handphone,
iPad Mini 7 Wifi 128GB,"Blue, Purple, Space Grey",9599000,Apple,tablet,
iPad Mini 7 Wifi 256GB,Purple,11799000,Apple,tablet,
iPad 9 Wifi 64GB,"Silver, Space Gray",5299000,Apple,tablet,
iPad 9 Wifi 256GB,Space Gray,8199000,Apple,tablet,
iPad 10 Wifi 64GB,"Silver, Pink, Blue",6499000,Apple,tablet,
iPad 10 Wifi 256GB,Pink,9999000,Apple,tablet,
iPad Air 5 Wifi 64GB,"Blue, Starlight",7999000,Apple,tablet,
Apple iPad Air 11 4th Gen Wifi 128GB M2,"Space Gray, Starlight, Blue, Purple",11999000,Apple,tablet,
Apple iPad Air 13 1st Gen Wifi 128GB M2,Space Gray,15499000,Apple,tablet,
Apple iPad Pro 11 5th Gen Wifi 256GB M4,Space Black,19499000,Apple,tablet,
"Apple MacBook Air (13.3 Inci, M1, 2020) 256GB",Space Grey,12499000,Apple,laptop,
"Apple Macbook Air (13.6 Inci, M3, 2024) 256GB","Space Gray, Starlight",17499000,Apple,laptop,
"Apple Macbook Air (15.3 Inci, M3, 2024) 512GB",Midnight,24499000,Apple,laptop,
Watch S10 42mm,"Jet Black, Rose Gold",7299000,Apple,watch,
Watch S10 46mm,"Jet Black, Rose Gold, Silver",7899000,Apple,watch,
Watch S9 45mm,Starlight,6999000,Apple,watch,
Watch S9 41mm,Starlight,6499000,Apple,watch,
Watch SE (2) 44mm,Silver,4999000,Apple,watch,
Power Adapter 20W,-,499000,Apple,aksesoris,
Airpods Gen 4,-,2499000,Apple,audio,
Airpods Gen 3rd Gen With Lightning Case,-,2799000,Apple,audio,
Airpods Pro gen 2,-,4399000,Apple,audio,
Airpods Pro gen2 with USB C,-,4399000,Apple,audio,
Apple Pencil gen 2,-,2599000,Apple,aksesoris,
Apple Pencil (USB-C),-,1849000,Apple,aksesoris,
SAMSUNG ESSENTIAL MONITOR S31C 22''FHD,"LAYAR 21.5"" + HDMI",1190,Samsung,aksesoris,
XIAOMI 14T 12/512 Grey,-,7349950,Xiaomi,handphone,
REDMI 14C 6/128GB Black,-,1574950,Xiaomi,handphone,
REDMI 14C 6/128GB Blue,-,1574950,Xiaomi,handphone,
REDMI 14C 6/128GB Purple,-,1574950,Xiaomi,handphone,
REDMI 14C 8/256GB Black,-,1888950,Xiaomi,handphone,
REDMI 14C 8/256GB Purple,-,1888950,Xiaomi,handphone,
REDMI A3 4/128 Black,-,1258950,Xiaomi,handphone,
REDMI A3 4/128 Blue,-,1258950,Xiaomi,handphone,
REDMI 13 8/128GB Black,-,1888950,Xiaomi,handphone,
REDMI 13 8/128GB Gold,-,1888950,Xiaomi,handphone,
REDMI 13 8/256GB Black,-,2098950,Xiaomi,handphone,
REDMI 13 8/256GB Gold,-,2098950,Xiaomi,handphone,
REDMI Pad SE 4/128 Grey,-,2098950,Xiaomi,tablet,
REDMI Pad Pro 8/256 Grey,-,4514950,Xiaomi,tablet,
REDMI Pad Pro 8/256 Mint Green,-,4514950,Xiaomi,tablet,
REDMI Pad Pro 8/256 Ocean Blue,-,4514950,Xiaomi,tablet,
Xiaomi Pad 6S Pro 12.4 8/256 Black,-,8399950,Xiaomi,tablet,
AIO C24-1700 CI3/8GB,"I3 1215U/8GB/512/W11+OHS21/1Y/23.8""FHD",7595,Acer,komputer,
AIO C24-1800 CI3 GEN 13,"I3 1305/8GB/512/W11+OHS21/1Y/23.8""FHD",7695,Acer,komputer,
AIO C22-1700 CI5,"I5 1235U/8GB/512/W11+OHS21/1Y/21.5""FHD",9395,Acer,komputer,
AIO C24-1700 CI5,"I5 1235U/8GB/512/W11+OHS21/1Y/23.8""FHD",9945,Acer,komputer,
AL14-C3MH,"INTEL N100/8GB DDR5/256/W11+OHS/14""WUXGA/SILVER",4645,Acer,laptop,
AL14-C0G4,"INTEL N100/8GB DDR5/512/W11+OHS21/14""WUXGA IPS/SILVER",4895,Acer,laptop,
AL14-C6DD,"INTEL N100/8GB DDR5/512/W11+OHS21/14""WUXGA IPS/SILVER",4895,Acer,laptop,
AL14-3BID,"I3 1215/8GB DDR4/512/W11+OHS21/14""WUXGA IPS/COSMIC NAVY",6195,Acer,laptop,
AL14-3CID,"I3 1215/8GB DDR4/512/W11+OHS21/14""WUXGA IPS/SILVER",6195,Acer,laptop,
AL14-31Y7 512GB,"I3 1215/8GB DDR5/512/W11+OHS21/14""WUXGA IPS/SILVER",6295,Acer,laptop,
A514-57Q8,"I5 1335/8GB/512/W11+OHS21/14""FHD/STEEL GREY",8395,Acer,laptop,
AL14-59YA,"I5 1235/8GB DDR5/512/W11+OHS21/14""WUXGA IPS/SILVER",8245,Acer,laptop,
AL14-59TF,"I5 1334/16GB/512/W11+OHS21/14""WUXGA IPS/SILVER",8745,Acer,laptop,
