id,category,product_name,brand,specs,price,image_array
362,komputer,AIO C24-1800 CI3 GEN 13,Acer,"I3 1305/8GB/512/W11+OHS21/1Y/23.8""FHD",7695,
363,komputer,AIO C22-1700 CI5,Acer,"I5 1235U/8GB/512/W11+OHS21/1Y/21.5""FHD",9395,
364,komputer,AIO C24-1700 CI5,Acer,"I5 1235U/8GB/512/W11+OHS21/1Y/23.8""FHD",9945,
365,laptop,AL14-C3MH,Acer,"INTEL N100/8GB DDR5/256/W11+OHS/14""WUXGA/SILVER",4645,
366,laptop,AL14-C0G4,Acer,"INTEL N100/8GB DDR5/512/W11+OHS21/14""WUXGA IPS/SILVER",4895,
367,laptop,AL14-C6DD,Acer,"INTEL N100/8GB DDR5/512/W11+OHS21/14""WUXGA IPS/SILVER",4895,
368,laptop,AL14-3BID,Acer,"I3 1215/8GB DDR4/512/W11+OHS21/14""WUXGA IPS/COSMIC NAVY",6195,
369,laptop,AL14-3CID,Acer,"I3 1215/8GB DDR4/512/W11+OHS21/14""WUXGA IPS/SILVER",6195,
370,laptop,AL14-31Y7 512GB,Acer,"I3 1215/8GB DDR5/512/W11+OHS21/14""WUXGA IPS/SILVER",6295,
371,laptop,A514-57Q8,Acer,"I5 1335/8GB/512/W11+OHS21/14""FHD/STEEL GREY",8395,
372,laptop,AL14-59YA,Acer,"I5 1235/8GB DDR5/512/W11+OHS21/14""WUXGA IPS/SILVER",8245,
373,laptop,AL14-59TF,Acer,"I5 1334/16GB/512/W11+OHS21/14""WUXGA IPS/SILVER",8745,
374,laptop,GO 14 AG14-R499,Acer,"R3 7320/8GB/512/W11+OHS21/14""WUXGA/SILVER",5895,
375,laptop,A314-R7E5,Acer,"R7 5700/16GB/512/W11+OHS21/14""WUXGA IPS/SILVER",8440,
376,laptop,TRAVELMATE P40-53.509K,Acer,"I5 1135G7/8GB/512/W11+OHS21/14""FHD/1Y/BLACK",7095,
377,laptop,SPIN 5 A5SP14-58F6,Acer,"I5 1335/16GB/512/W11+OHS21/14""WUXGA IPS/FLIP/TOUCH/PEN/BL/FP/STEEL GREY",11095,
378,laptop,SPIN 5 A5SP14-7819,Acer,"I7 1355/16GB/512/W11+OHS21/14""WUXGA IPS/FLIP/TOUCH/PEN/BL/FP/STEEL GREY",13070,
379,laptop,SWIFT GO SFG14-73.5135,Acer,"Intel Core Ultra 5 125H/16GB/512/W11+OHS21/14"" 2.8K IPS/100%sRGB/BL/FP/SILVER",11445,
380,laptop,NITRO V AN515-542G,Acer,"I5 13420H/8GB/512/RTX2050 4GB/W11+OHS21/15.6""FHD IPS/BL/BLACK",10095,
381,laptop,NITRO V 15-5115,Acer,"I5 13420H/8GB/512/RTX4050 6GB/W11+OHS21/15.6""FHD IPS/BL/BLACK",13895,
382,laptop,NITRO V 15-901S,Acer,"I9 13900H/16GB/512/RTX4060 8GB/W11+OHS21/15.6""FHD IPS/BL SINGLE ZONE/BLACK",17595,
383,komputer,ADVAN AIO ONE PC N100,Advan,"INTEL N100/4GB/128/W11/24""FHD/sRGB 99%/1Y/SILVER",3845,
384,komputer,ADVAN AIO ONE PC I3 A-8S2,Advan,"I3 1215U/8GB/256/W11/23.8""FHD/SRGB 99%/LAN/WIFI/BT/1Y/SILVER",5895,
385,komputer,ADVAN AIO ONE PC I5 A-8S5,Advan,"I5 1240P/8GB/512/W11/23.8"" FHD/SRGB 99%/LAN/WIFI/BT/1Y/SILVER",7695,
386,laptop,ADVAN T-BOOK POLOS (NO BAG),Advan,"INTEL N100 TURBO BOOST 3.40GHZ/4GB/128emmc/W11/14"" HD IPS/1Y/GREY/NO BAG/POLOS/NO MOTIF",2845,
387,laptop,ADVAN TRANSFORMER BOOK MOTIF (NO BAG),Advan,"INTEL N100 TURBO BOOST 3.40GHZ/4GB/128emmc/W11/14"" HD IPS/1Y/GREY/NO BAG/MOTIF/BODY METAL",2945,
388,laptop,ADVAN 360 STYLUS PRO (NO BAG),Advan,"I3 1215U/8GB/256/W11/14""FHD IPS/TOUCH/FLIP/PEN/1Y/GREY",6250,
389,laptop,ADVAN WORKPRO LITE GREY CI3 FHD (NO BAG),Advan,"I3 1220P/8GB/256/W11/14""FHD/1Y/GREY",4395,
390,laptop,ADVAN W5-15S (GEN 12) TKDN,Advan,"I5 12450H/16GB/512/W11/14""FHD IPS/1Y/GREY/TKDN",7750,
391,laptop,ADVAN WORKPRO LITE GREY CI5,Advan,"I5 1035G7/8GB/256/W11/14""/1Y/GREY",4695,
392,laptop,ADVAN WORKPRO I5 1035G7/8GB/256/GOLD 1.2KG,Advan,"I5 1035G7/8GB/256/W11/14""FHD/GOLD/1.2KG/1Y",5000,
393,laptop,ADVAN WORKPRO I5 12450H/8GB/512/GREY,Advan,"I5 12450H/8GB/512/W11/14""FHD/GREY/1.2KG/1Y",6350,
394,laptop,ADVAN WORKPLUS I5 24GB (NO BAG),Advan,"I5 12600H/24GB DDR5/512/W11/14""FHD+ IPS/SILVER/1Y/NO BAG",7700,
395,laptop,ADVAN SOULMATE PLUS GREY (NO BAG),Advan,"R5 3500/8GB/256/W11/14""/GREY/NO BAG",3945,
396,laptop,ADVAN WORKPLUS R5 (NO BAG),Advan,"R5 6600H/16GB DDR5/512/W11/14""FHD/FP/SILVER/1.3KG/1Y/NO BAG",6940,
397,laptop,ADVAN WORKPLUS R7 (NO BAG),Advan,"R7 7735HS/16GB/512/W11/14""FHD/FP/1Y/180° ROTATION ANGLE/SILVER/NO BAG",8290,
398,laptop,ADVAN AI GEN ULTRA,Advan,"Intel Ultra 5 125H/16GB/512/W11/14""FHD IPS/180° ROTATION ANGLE/FP/1Y/SILVER",9395,
399,laptop,Axioo Mybook Hype 1 N4020/4GB/128/W11/BLUE,Axioo,"N4020/4GB/128/W11/14""/BLUE",2450,
400,laptop,Axioo Mybook Hype X DOS BLUE,Axioo,"N4020/8GB/256/DOS/14""/BLUE",2620,
401,laptop,Axioo Slimbook Hype 10 DOS BLACK,Axioo,"N4020/8GB/256/DOS/14""/BLACK",2700,
402,laptop,Axioo Slimbook Hype 10 DOS BROWN (TITANIUM),Axioo,"N4020/8GB/256/DOS/14""/BROWN (TITANIUM)",2700,
403,laptop,Axioo Slimbook Hype 10 W11 BLACK (MIDNIGHT),Axioo,"N4020/8GB/256/W11/14""/ BLACK",2875,
404,laptop,Axioo Slimbook Hype 10 W11 BROWN (TITANIUM),Axioo,"N4020/8GB/256/W11/14""/BROWN (TITANIUM)",2875,
405,laptop,Axioo Mybook Hype 3 CI3/8GB/256/DOS/BLUE,Axioo,"I3 1005G1/8GB/256/DOS/14""FHD IPS/HDMI/BLUE",4195,
406,laptop,Axioo Mybook Hype 3 CI3/8GB/256/DOS/GREY,Axioo,"I3 1005G1/8GB/256/DOS/14""FHD IPS/HDMI/GREY",4195,
407,laptop,Axioo Mybook Hype 3 CI3/8GB/256/W11/BLUE,Axioo,"I3 1005G1/8GB/256/W11/14""FHD IPS/HDMI/BLUE",4395,
408,laptop,Axioo Mybook Hype 3 CI3/8GB/256/W11/GREY,Axioo,"I3 1005G1/8GB/256/W11/14""FHD IPS/HDMI/GREY",4395,
409,laptop,Axioo Mybook Hype JKT48 I3 1215/16GB/W11/GREY,Axioo,"I3 1215/16GB/512/W11/14""FHD/GREY",5550,
410,laptop,Axioo Mybook Hype 5 G12 I5/8GB/256/DOS/BLK,Axioo,"I5 1235/8GB/256/DOS/14""FHD IPS/BLACK",5820,
411,laptop,Axioo Mybook Hype 5 G12 I5/16GB/512/DOS/BLK,Axioo,"I5 1235/16GB/512/DOS/14""FHD IPS/BLACK",6375,
412,laptop,Axioo Mybook Hype 5 G12 I5/16GB/512/W11/BLK,Axioo,"I5 1235/16GB/512/W11/14""FHD IPS/BLACK",6625,
413,laptop,Axioo Mybook Hype 5 (X3) JKT48 R5 3500/8GB/256/DOS/GREY,Axioo,"R5 3500/8GB/256/DOS/14""FHD IPS/GREY",4425,
414,laptop,Axioo Mybook Hype 5 (X3) JKT48 R5 3500/8GB/256/DOS/BLUE,Axioo,"R5 3500/8GB/256/DOS/14""FHD IPS/BLUE",4425,
415,laptop,Axioo Mybook Hype 5 (X3) JKT48 R5 3500/8GB/256/W11/GREY,Axioo,"R5 3500/8GB/256/W11/14""FHD IPS/GREY",4725,
416,laptop,Axioo Mybook Hype 5 (X3) JKT48 R5 3500/8GB/256/W11/BLUE,Axioo,"R5 3500/8GB/256/W11/14""FHD IPS/BLUE",4725,
417,laptop,Axioo Mybook Hype 5 (X3) LOLLIPOP R5 3500/8GB/256/W11/BLUE,Axioo,"R5 3500/8GB/256/W11/14""FHD IPS/BLUE",4725,
418,laptop,Axioo Mybook Hype 5 (X3) LOLLIPOP R5 3500/8GB/256/W11/PURPLE,Axioo,"R5 3500/8GB/256/W11/14""FHD IPS/PURPLE",4725,
419,laptop,Axioo Mybook Hype 5 (X3) LOLLIPOP R5 3500/8GB/256/W11/PINK,Axioo,"R5 3500/8GB/256/W11/14""FHD IPS/PINK",4725,
420,laptop,Axioo Mybook Hype 5 (X5) R5 5560/8GB/DOS/GREY,Axioo,"R5 5560/8GB/256/DOS/14""FHD IPS/GREY",5125,
421,laptop,Axioo Mybook Hype 5 (X5) R5 5560/8GB/DOS/BLUE,Axioo,"R5 5560/8GB/256/DOS/14""FHD IPS/BLUE",5125,
422,laptop,Axioo Mybook Hype 5 (X5-2) R5 7430/8GB/256/DOS/GREY,Axioo,"R5 7430/8GB/256/DOS/14""FHD IPS/GREY",5325,
423,laptop,Axioo Mybook Hype 5 (X5-2) R5 7430/8GB/256/DOS/BLUE,Axioo,"R5 7430/8GB/256/DOS/14""FHD IPS/BLUE",5325,
424,laptop,Axioo Mybook Hype 5 (X5) R5 5560/8GB/256/W11/GREY,Axioo,"R5 5560/8GB/256/W11/14""FHD IPS/GREY",5475,
425,laptop,Axioo Mybook Hype 5 (X5) R5 5560/8GB/256/W11/BLUE,Axioo,"R5 5560/8GB/256/W11/14""FHD IPS/BLUE",5475,
426,laptop,Axioo Mybook Hype 5 (X5) R5 5560/16GB/256/W11/GREY,Axioo,"R5 5560/16GB/256/W11/14""FHD IPS/GREY",5800,
427,laptop,Axioo Mybook Hype 5 (X5) R5 5560/16GB/256/W11/BLUE,Axioo,"R5 5560/16GB/256/W11/14""FHD IPS/BLUE",5800,
428,laptop,Axioo Mybook Hype 5 (X5-2) R5 7430/16GB/256/W11/GREY,Axioo,"R5 7430/16GB/256/W11/14""FHD IPS/GREY",5950,
429,laptop,Axioo Mybook Hype 5 (X5-2) R5 7430/16GB/256/W11/BLUE,Axioo,"R5 7430/16GB/256/W11/14""FHD IPS/BLUE",5950,
430,laptop,Axioo Mybook Hype 5 (X6) R5 6600/W11/GREY,Axioo,"R5 6600H/16GB/512/W11/14""FHD IPS/GREY",7350,
431,laptop,Axioo Mybook Hype 7 (X7) R7 5700/8GB/DOS/GREY,Axioo,"R7 5700/8GB/512/DOS/14""FHD/GREY",6150,
432,laptop,Axioo Mybook Hype 7 (X7) R7 5700/8GB/W11/GREY,Axioo,"R7 5700/8GB/512/W11/14""FHD/GREY",6350,
433,laptop,Axioo Mybook Hype 7 (X7) R7 5825/8GB/512/DOS/BLUE,Axioo,"R7 5825/8GB/512/DOS/14""FHD/BLUE",6200,
434,laptop,Axioo Mybook Hype 7 (X7) R7 5825/8GB/512/DOS/GREY,Axioo,"R7 5825/8GB/512/DOS/14""FHD/GREY",6200,
435,laptop,Axioo Mybook Hype 7 (X7) R7 5700/16GB/DOS/GREY,Axioo,"R7 5700/16GB/512/DOS/14""FHD/GREY",6450,
436,laptop,Axioo Mybook Hype 7 (X7) R7 5700/16GB/W11/GREY,Axioo,"R7 5700/16GB/512/W11/14""FHD/GREY",6650,
437,laptop,Axioo Mybook Hype 7 (X7) R7 5825/16GB/512/DOS/GREY,Axioo,"R7 5825/16GB/512/DOS/14""FHD/GREY",6450,
438,laptop,Axioo PONGO 725 DOS,Axioo,"I7 12650H/16GB/512/RTX2050 4GB/DOS/15.6""FHD/PORT RJ45/3Y/GREY",9545,
439,laptop,Axioo PONGO 725 W11,Axioo,"I7 12650H/16GB/512/RTX2050 4GB/W11/15.6""FHD/PORT RJ45/3Y/GREY",9845,
440,laptop,MSI MODERN 14-C12MO.1058,MSI,"I3 1215U/8GB/256/W11+OHS21/14""FHD IPS/2Y/BLACK",5600,
441,laptop,MSI MODERN 14-C12MO.1246,MSI,"I3 1215U/8GB/256/W11+OHS21/14""FHD IPS/2Y/SILVER",5600,
442,laptop,MSI MODERN 14-C12MO.1253,MSI,"I3 1215U/8GB/512/W11+OHS21/14""FHD IPS/BL/SILVER",6200,
443,laptop,MSI MODERN 14-C12MO.1282,MSI,"I5 1235U/16GB/512/W11+OHS21/14""FHD IPS/BL/2Y/SILVER",8100,
444,laptop,MSI THIN 15-B12UCX.2299,MSI,"I5 12450H/8GB/512/RTX2050 4GB/W11/15.6""FHD IPS/SINGLE BL BLUE/COSMOS GREY",9250,
445,laptop,MSI THIN 15-B13UCX.2410,MSI,"I5 13420H/8GB/512/RTX2050 4GB/W11/15.6""FHD IPS/SINGLE BL BLUE/COSMOS GREY",10395,
446,laptop,MSI THIN 15-B12UC.2411,MSI,"I5 12450H/8GB/512/RTX3050 4GB/W11/15.6""FHD IPS/SINGLE BL BLUE/COSMOS GREY",10200,
447,laptop,MSI THIN 15-B12UCX.2413,MSI,"I7 12650H/8GB/512/RTX2050 4GB/W11/15.6""FHD IPS/SINGLE BL BLUE//2Y/COSMOS GREY",9850,
448,laptop,MSI THIN 15-B13UCX.2408,MSI,"I7 13620H/8GB/512/RTX2050 4GB/W11/15.6""FHD IPS/SINGLE BL BLUE/2Y/COSMOS GREY",11100,
449,laptop,MSI THIN 15-B12UC.2405,MSI,"I7 12650H/8GB/512/RTX3050 4GB/W11/15.6""FHD IPS/SINGLE BL BLUE/2Y/COSMOS GREY",10750,
450,laptop,MSI THIN 15-B13UC.2407,MSI,"I7 13620H/8GB/512/RTX3050 4GB/W11/15.6""FHD IPS/SINGLE BL BLUE/2Y/COSMOS GREY",12400,
451,laptop,MSI THIN 15-B12VE.2292,MSI,"I7 12650H/8GB/512/RTX4050 6GB/W11/15.6""FHD IPS/SINGLE BL BLUE/2Y/COSMOS GREY",12900,
452,laptop,MSI CYBORG 15-A13VEK.844,MSI,"I7 13620H/16GB/512/RTX4050 6GB/W11+OHS21/15.6""FHD/4-ZONE RGB BL/2Y/BLACK",15000,
453,laptop,MSI CYBORG 15-A13VFK.1434,MSI,"I7 13620H/16GB/SSD 1TB/RTX4060 8GB/W11+OHS21/15.6""FHD IPS/4-ZONE RGB BL/BLACK",16000,
454,laptop,MSI PULSE 16-C1VFKG.070,MSI,"Intel Core Ultra 9 185H/16GB/SSD 1TB/RTX4060 8GB/W11+OHS21/16""QHD+ IPS/24-ZONE RGB BL W/ ANTI GHOST KEY (99KEY)/2Y/BLACK",26300,
455,laptop,ZYREX BUNAKEN BLACK (NO BAG),Zyrex,"N4020/4GB/SSD 256GB+64GB eMMC/W10/14""/2Y/BLACK/NO BAG",2245,
456,laptop,ZYREX D-TECH,Zyrex,"R5 3500/16GB/256/W11/14""/2Y/BLUE",4200,
