id,category,product_name,brand,specs,price,image_array
171,laptop,HP Victus Gaming 16-R1207TX,HP,"I5 14450HX/16GB/512/RTX4060 8GB/W11+OHS21/16.1""FHD IPS/BL/NUMPAD/PERFORMANCE BLUE",17995,
172,laptop,HP Victus Gaming 16-R0888TX,HP,"I7 13700HX/16GB/SSD 1TB/RTX4060 8GB/W11+OHS21/16.1""FHD IPS/1-ZONE RGB BL/NUMPAD/MICA SILVER",20545,
173,laptop,HP Victus Gaming 16-R0777TX,HP,"I7 13700HX/16GB/SSD 1TB/RTX4060 8GB/W11+OHS21/16.1""FHD IPS/100%sRGB/1-ZONE RGB BL/NUMPAD/MICA SILVER",20545,
174,laptop,HP Victus Gaming 16-R1211TX,HP,"I7 14650HX/16GB/SSD 1TB/RTX4060 8GB/W11+OHS21/16.1""FHD IPS/BL/PERFORMANCE BLUE",21195,
175,laptop,HP Victus Gaming 16-R1218TX,HP,"I7 14650HX/16GB/SSD 1TB/RTX4070 8GB/W11+OHS21/16.1""FHD IPS/BL/MICA SILVER",24340,
176,laptop,HP Victus Gaming 15-FB1887AX,HP,"R5 7535HS/8GB/512/RTX2050 4GB/W11+OHS21/15.6""FHD/BL/NUMPAD/WHITE",9945,
177,laptop,HP Victus Gaming 15-FB1888AX,HP,"R5 7535HS/8GB/512/RTX2050 4GB/W11+OHS21/15.6""FHD/BL/NUMPAD/SILVER",9945,
178,laptop,HP Victus Gaming 15-FB2777AX,HP,"R5 8645HS/8GB/512/RTX3050 6GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/MICA SILVER",12195,
179,laptop,HP Victus Gaming 15-FB2666AX,HP,"R5 8645HS/8GB/512/RTX4050 6GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/MICA SILVER",14195,
180,laptop,HP Victus Gaming 15-FB2667AX,HP,"R5 8645HS/8GB/512/RTX4050 6GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/PERFORMANCE BLUE",14195,
181,laptop,HP Victus Gaming 15-FB2997AX,HP,"R5 8645HS/16GB/512/RTX4060 8GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/PERFORMANCE BLUE",15595,
182,laptop,HP Victus Gaming 15-FB2999AX,HP,"R5 8645HS/16GB/512/RTX4060 8GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/MICA SILVER",15595,
183,laptop,HP Victus Gaming 16-S1111AX,HP,"R5 8645HS/16GB/SSD 1TB/RTX4060 8GB/W11+OHS21/16.1""FHD IPS/BL/NUMPAD/MICA SILVER",16595,
184,laptop,HP Victus Gaming 15-FB2555AX,HP,"R7 8845HS/8GB/512/RTX4050 6GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/MICA SILVER",15795,
185,laptop,HP Victus Gaming 15-FB2556AX,HP,"R7 8845HS/8GB/512/RTX4050 6GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/PERFORMANCE BLUE",15795,
186,laptop,HP Victus Gaming 15-FB2557AX,HP,"R7 8845HS/8GB/512/RTX4050 6GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/CERAMIC WHITE",15695,
187,laptop,HP Victus Gaming 15-FB2111AX,HP,"R7 8845HS/16GB/512/RTX4060 8GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/MICA SILVER",16640,
188,laptop,HP Victus Gaming 15-FB2112AX,HP,"R7 8845HS/16GB/512/RTX4060 8GB/W11+OHS21/15.6""FHD IPS/BL/NUMPAD/PERFORMANCE BLUE",16640,
189,laptop,HP Victus Gaming 16-S1777AX,HP,"R7 8845HS/16GB/SSD 1TB/RTX4070 8GB/W11+OHS21/16.1""FHD IPS/100%sRGB/1-ZONE RGB BL/SILVER",23445,
190,laptop,HP Envy X360 14-FC0555TU,HP,"Intel Core Ultra 5 125U/16GB/512/W11+OHS21/14"" 2.8K OLED/FLIP/TOUCH/PEN/BL/SILVER",16795,
191,laptop,HP Envy X360 14-FC0777TU,HP,"Intel Core Ultra 7 155U/16GB/SSD 1TB/W11+OHS21/14""2.8K OLED/FLIP/TOUCH/PEN/BL/SILVER",19495,
192,laptop,HP Envy X360 14-FC0888TU,HP,"Intel Core Ultra 7 155U/16GB/SSD 1TB/W11+OHS21/14""2.8K OLED/FLIP/TOUCH/PEN/BL/BLUE",19495,
193,laptop,HP Envy X360 14-FA0888AU R7,HP,"R7 8840HS/32GB/SSD 1TB/W11+OHS21/14"" 2.8K OLED/FLIP/TOUCH/PEN/BL/SILVER",20695,
194,laptop,HP Spectre X360-EU0069TU,HP,"Intel Core Ultra 7 155H/32GB/SSD 2TB/W11+OHS21/14"" 2.8K O.ED/FLIP/TOUCH/PEN/BLUE",28495,
195,laptop,HP Spectre X360-EU0070TU,HP,"Intel Core Ultra 7 155H/32GB/SSD 2TB/W11+OHS21/14"" 2.8K O.ED/FLIP/TOUCH/PEN/BLACK",28495,
196,komputer,"PC S500TE-382000003W + LED 21.5"" C2223HE",Asus,I3 13100/8GB/SSD 256/W11/2Y/BLACK,7990,
197,komputer,"PC S500TE-382000002W + LED 21.5"" C2223HE",Asus,I3 13100/8GB/SSD 256/W11/2Y/BLACK,7990,
198,komputer,"PC S501MER-385000003W + LED 21.5"" C2223HE",Asus,I3 13100/8GB/SSD 512/W11/2Y/BLACK,8195,
199,komputer,"PC S501MER-585000003W + LED 21.5"" C2223HE",Asus,I5 13500/8GB/SSD 512/W11/2Y/BLACK,9595,
200,komputer,"PC S501MER-785000005W + LED 21.5"" C2223HE",Asus,I7 13700/8GB/SSD 512/W11/2Y/BLACK,12400,
201,komputer,AIO E1600WKAT-BD182WF TOUCH 3Y,Asus,"N4500/8GB/256/W11/15.6""FHD/TOUCH/3Y/BLACK",6090,
202,komputer,AIO A3202WBAK-WPB182W,Asus,"INTEL 7305/8GB/256/W11/21.5""FHD/2Y/WHITE",5590,
203,komputer,AIO A3202WBAK-WPB382W,Asus,"I3 1215/8GB/256/W11/21.5""FHD/2Y/WHITE",6740,
204,komputer,AIO A3202WBAK-WPB385W,Asus,"I3 1215/8GB/512/W11/21.5""FHD/2Y/WHITE",7045,
205,komputer,AIO A3202WVAK-WPB385WS,Asus,"I3 1315/8GB/512/W11+OHS21/21.5""FHD/2Y/WHITE",7995,
206,komputer,AIO A3402WVAK-WPC385WS,Asus,"I3 1315/8GB/512/W11/23.8""FHD/2Y/WHITE",8195,
207,komputer,AIO A3202WBAK-WPB585W,Asus,"I5 1235/8GB/512/W11/21.5""FHD/2Y/WHITE",9640,
208,komputer,AIO A3402WBAK-WPC515WS,Asus,"I5 1235/16GB/512/W11+OHS21/23.8""FHD/100%sRGB/2Y/WHITE",10800,
209,komputer,AIO A3402WVAK-WPC515WS,Asus,"I5 1335/16GB/512/W11+OHS21/23.8""FHD/2Y/WHITE",11395,
210,komputer,AIO E3202WVAK-BPB585WS 3Y,Asus,"I5 1335/8GB/512/W11+OHS21+O365/21.5""FHD/3Y/BLACK",10350,
211,komputer,AIO E3402WVAK-BPC585WS 3Y,Asus,"I5 1335/8GB/512/W11+OHS21/23.8""FHD/3Y/BLACK",10700,
212,komputer,AIO E3402WVAK-BPC785WS 3Y,Asus,"I7 1355/8GB/512/W11+OHS21+O365/23.8""FHD/3Y/BLACK",13550,
213,komputer,AIO M3402WFAK-WPC385WS,Asus,"R3 7320/8GB/512/W11+OHS21/23.8""FHD/2Y/WHITE",7145,
214,laptop,ZEN UX3405MA-OLEDS512M,Asus,"Intel Core Ultra 5 125H/16GB/SSD 1TB/W11+OHS (M365 1Y)/14"" 3K OLED/BL/FOGGY SILVER",15445,
215,laptop,ZEN UX3405MA-OLEDS713,Asus,"Intel Core Ultra 7 155H/32GB/SSD 1TB/W11+OHS21/14"" 3K OLED/BL/PONDER BLUE",18495,
216,laptop,ZEN UX3405MA-OLEDS714,Asus,"Intel Core Ultra 7 155H/32GB/SSD 1TB/W11+OHS21/14"" 3K OLED/BL/FOGGY SILVER",18495,
217,laptop,ZEN UX3405MA-OLEDS714TM TOUCH,Asus,"Intel Core Ultra 7 155H/32GB/SSD 1TB/W11+OHS (M365 1Y)/14"" 3K OLED/TOUCH/BL/NUMPAD/SILVER",20945,
218,laptop,ZEN S UX5304MA-OLEDS711 ONLY 1KG + 1CM,Asus,"Intel Core Ultra 7 155U/32GB/SSD 1TB/W11+OHS21/13.3"" 3K OLED/BL/1.1mm KEY-TRAVEL/PRECISION TOUCHPAD With COPILOT KEY/PONDER BLUE",22740,
219,laptop,ZEN S UX5304MA-OLEDS712 ONLY 1KG + 1CM,Asus,"Intel Core Ultra 7 155U/32GB/SSD 1TB/W11+OHS21/13.3"" 3K OLED/BL/1.1mm KEY-TRAVEL/PRECISION TOUCHPAD With COPILOT KEY/BASALT GREY",22740,
220,laptop,ZEN S14 UX5406SA-OLEDS711TM TOUCH,Asus,"Intel Core Ultra 7 258V/32GB/SSD 1TB/W11+OHS (M365 1Y)/14"" 3K OLED/TOUCH/BL/GREY",25995,
221,laptop,ZEN DUO UX8406MA-OLEDS711,Asus,"Intel Core Ultra 7 155H/16GB/SSD 1TB/W11+OHS21/14"" 3K OLED/TOUCH/SOFT KEYBOARD/INKWELL GREY",29695,
222,laptop,ZEN DUO UX8406MA-OLEDS921,Asus,"Intel Core Ultra 9 185H/32GB/SSD 2TB/W11+OHS21/14"" 3K OLED/TOUCH/INKWELL GREY",33795,
223,laptop,ZEN UM3406HA-OLED753,Asus,"R7 8840HS/16GB/512/W11+OHS21/14""WUXGA OLED/BL/NUMPAD WITH COPILOT KEY/BLACK",14595,
224,laptop,T3304GA-OLED321 LEPASAN,Asus,"I3 N300/8GB/256/W11+OHS21/13.3""FHD OLED/FP/TOUCH/LEPASAN/PEN/BLACK",11395,
225,laptop,TP3402VA-OLEDS553T,Asus,"I5 13500H/16GB/512/W11+OHS21/14""OLED 2.8K/FLIP/TOUCH/PEN/BL/FP/QUIET BLUE",14345,
226,laptop,TP3402VA-OLEDS554T,Asus,"I5 13500H/16GB/512/W11+OHS21/14""OLED 2.8K/FLIP/TOUCH/PEN/BL/FP/COOL SILVER",14345,
227,laptop,TP3402VA-OLEDS751,Asus,"I7 13700H/16GB/512/W11+OHS21/14""2.8K OLED/FLIP/TOUCH/PEN/BL/FP/QUIET BLUE",16240,
228,laptop,TP3402VA-OLEDS752,Asus,"I7 13700H/16GB/512/W11+OHS21/14"" 2.8K OLED/FLIP/TOUCH/PEN/BL/FP/COOL SILVER",16240,
229,laptop,TN3402YA-VIPS557,Asus,"R5 7430U/16GB/512/W11+OHS21/14""WUXGA IPS/FLIP/TOUCH/BL/FP/SILVER",11345,
230,laptop,TN3402YA-VIPS558,Asus,"R5 7430U/16GB/512/W11+OHS21/14""WUXGA IPS/FLIP/TOUCH/BL/FP/BLUE",11345,
231,laptop,E210KA-FHD415M,Asus,"N4050/8GB/128 eMMC/W11+OHS21+O365/11.6""/1Y/PEACOCK BLUE/SLEEVE INBOX",3850,
232,laptop,E210KA-FHD417M,Asus,"N4050/8GB/128 eMMC/W11+OHS21+O365/11.6""/1Y/BLACK/SLEEVE INBOX",3850,
233,laptop,E410KA-FHD425 4GB,Asus,"N4500/4GB/256/W11+OHS21/14""FHD/BL/NUMPAD/STAR BLACK",4355,
234,laptop,E410KA-FHD426,Asus,"N4500/8GB/256/W11+OHS21/14""FHD/BL/NUMPAD/BLUE",4630,
235,laptop,E410KA-FHD429,Asus,"N4500/8GB/256/W11+OHS21/14""FHD/BL/NUMPAD/BLACK",4630,
236,laptop,E410KA-FHD429M,Asus,"N4500/8GB/256/W11+OHS21+O365/14""FHD/BL/NUMPAD/BLACK",4630,
237,laptop,E410KA-FHD454,Asus,"N4500/8GB/256/W11+OHS21+O365/14""FHD/BL/NUMPAD/BLACK",4990,
238,laptop,E410KA-FHD455,Asus,"N4500/8GB/512/W11+OHS21/14""FHD/BL/NUMPAD/BLUE",4990,
239,laptop,E410KA-FHD456M ROSE PINK,Asus,"N4500/8GB/512/W11+OHS21/14""FHD/BL/NUMPAD/ROSE PINK",5050,
240,laptop,A1400KA-FHD421,Asus,"N4500/4GB/256/W11+OHS21/14""FHD/BL/FP/BLACK",4390,
241,laptop,A1400KA-FHD423,Asus,"N4500/8GB/256/W11+OHS21/14""FHD/BL/FP/BLACK",4620,
242,laptop,A1400KA-FHD4510,Asus,"N4500/4GB/512/W11+OHS21/14""FHD/BL/FP/SILVER",4740,
243,laptop,A1400KA-FHD4512,Asus,"N4500/8GB/512/W11+OHS21/14""FHD/BL/FP/BLACK",4890,
244,laptop,E1404GA-FHD321M,Asus,"I3 N305 8 CORE/8GB/256/W11+OHS21+O365/14""FHD/BL/FP/BLACK",5770,
245,laptop,E1404GA-FHD322M,Asus,"I3 N305 8 CORE/8GB/256/W11+OHS21+O365/14""FHD/BL/FP/GREEN GREY",5770,
246,laptop,E1404GA-FHD323M,Asus,"I3 N305 8 CORE/8GB/256/W11+OHS21+O365/14""FHD/BL/FP/SILVER",5770,
247,laptop,E1404GA-FHD354 + TAS,Asus,"I3 N305 8 CORE/8GB/512/W11+OHS21/14""FHD/BL/FP/BLACK/TAS OUTBOX",5845,
248,laptop,E1404GA-FHD351,Asus,"I3 N305 8 CORE/8GB/512/W11+OHS21/14""FHD/BL/FP/BLACK",5945,
249,laptop,E1404GA-FHD352M,Asus,"I3 N305 8 CORE/8GB/512/W11+OHS21+O365/14""FHD/BL/GREEN GREY",5945,
250,laptop,E1404GA-FHD353,Asus,"I3 N305 8 CORE/8GB/512/W11+OHS21/14""FHD/BL/FP/SILVER",5945,
251,laptop,A1404VA-VIPS351M,Asus,"I3 1315U/8GB/512/W11+OHS21+O365/14""FHD/BL/FP/QUIET BLUE",7245,
252,laptop,A1404VA-VIPS352M,Asus,"I3 1315U/8GB/512/W11+OHS21+O365/14""FHD/BL/FP/SILVER",7245,
253,laptop,A1404ZA-VIPS551,Asus,"I5 1235U/8GB/512/W11+OHS21/14""FHD IPS/BL/FP/QUIET BLUE",7920,
254,laptop,A1404ZA-VIPS553,Asus,"I5 1235U/8GB/512/W11+OHS21/14""FHD IPS/BL/FP/SILVER",7920,
255,laptop,A1404ZA-VIPS552M,Asus,"I5 1235U/8GB/512/W11+OHS21+O365/14""FHD/BL/FP/TERRA COTTA",7920,
256,laptop,A1404ZA-VIPS553M,Asus,"I5 1235U/8GB/512/W11+OHS21+O365/14""FHD/BL/FP/SILVER",7920,
257,laptop,A1404ZA-VIPS557M,Asus,"I5 1235/16GB/512/W11+OHS21+O365/14""FHD IPS/BL/FP/QUIET BLUE",8320,
258,laptop,A1404ZA-VIPS558M,Asus,"I5 1235/16GB/512/W11+OHS21+O365/14""FHD IPS/BL/FP/SILVER",8320,
259,laptop,A1404ZA-VIPS559M,Asus,"I5 1235/16GB/512/W11+OHS21+O365/14""FHD IPS/BL/FP/TERRA COTTA",8320,
260,laptop,A1404VA-VIPS551,Asus,"I5 1335U/8GB/512/W11+OHS21/14""FHD IPS/BL/FP/QUIET BLUE",8720,
261,laptop,A1404VA-VIPS552,Asus,"I5 1335U/8GB/512/W11+OHS21/14""FHD IPS/BL/FP/SILVER",8720,
262,laptop,A1504VAP-VIPS5504M TOUCH,Asus,"I5 120U/16GB/512/W11+OHS21+O365/15.6""FHD IPS/TOUCH/BL/FP/QUIET BLUE",10195,
263,laptop,K3605ZF-VIPS551,Asus,"I5 12500H/8GB/512/RTX2050 4GB/W11+OHS21/16""WUXGA IPS/BL/FP/NUMPAD/BLACK",9745,
264,laptop,A1404VA-VIPS751,Asus,"I7 1355U/8GB/512/W11+OHS21/14""FHD IPS/BL/FP/QUIET BLUE",10845,
265,laptop,A1405VA-VIPS752,Asus,"I7 1355U/8GB/512/W11+OHS21/14""WUXGA IPS/BL/FP/SILVER",11595,
266,laptop,A1404VA-VIPS711,Asus,"I7 1355U/16GB/SSD 1TB/W11+OHS21/14""FHD IPS/BL/FP/QUIET BLUE",11995,
267,laptop,A1404VA-VIPS712,Asus,"I7 1355U/16GB/SSD 1TB/W11+OHS21/14""FHD IPS/BL/FP/SILVER",11995,
268,laptop,A1504VAP-VIPS7101,Asus,"Intel Core 7 150U/16GB/SSD 1TB/W11+OHS21/15.6""FHD V-IPS/QUIET BLUE",12295,
269,laptop,S5406MA-OLED713,Asus,"Intel Core Ultra 7 155H/16GB/SSD 1TB/W11+OHS21/14""WUXGA OLED/1-ZONE RGB BL/WITH COPILOT KEY/NEUTRAL BLACK",14990,
270,laptop,S5406MA-OLED714,Asus,"Intel Core Ultra 7 155H/16GB/SSD 1TB/W11+OHS21/14""WUXGA OLED/1-ZONE RGB BL/WITH COPILOT KEY/MIST BLUE",14990,
271,laptop,E1404FA-FHD321,Asus,"R3 7320/8GB/256/W11+OHS21/14""FHD/BL/FP/BLACK",5745,
272,laptop,E1404FA-FHD323M,Asus,"R3 7320/8GB/256/W11+OHS21+O365/14""FHD/BL/FP/SILVER",5795,
273,laptop,E1404FA-FHD351,Asus,"R3 7320/8GB/512/W11+OHS21/14""FHD/BL/FP/BLACK",6145,
274,laptop,E1404FA-FHD352,Asus,"R3 7320/8GB/512/W11+OHS21/14""FHD/BL/FP/SILVER",6145,
275,laptop,E1404FA-FHD353M,Asus,"R3 7320/8GB/512/W11+OHS21+O365/14""FHD/BL/FP/GREEN GREY",6145,
276,laptop,E1504FA-OLED351,Asus,"R3 7320/8GB/512/W11+OHS21/15.6""OLED/BL/FP/SILVER",7240,
277,laptop,E1504FA-OLED352,Asus,"R3 7320/8GB/512/W11+OHS21/15.6""OLED/BL/FP/BLACK",7240,
278,laptop,E1504FA-OLED352M,Asus,"R3 7320/8GB/512/W11+OHS21+O365/15.6""OLED/BL/FP/BLACK",7240,
279,laptop,E1404FA-VIPS558,Asus,"R5 7520/8GB/512/W11+OHS21/14""FHD IPS/BL/FP/BLACK",7645,
280,laptop,E1404FA-VIPS559,Asus,"R5 7520/8GB/512/W11+OHS21/14""FHD IPS/BL/FP/SILVER",7645,
281,laptop,E1404FA-VIPS552,Asus,"R5 7520/16GB/512/W11+OHS21/14""FHD IPS/BL/FP/BLACK",8390,
282,laptop,E1404FA-VIPS553,Asus,"R5 7520/16GB/512/W11+OHS21/14""FHD IPS/BL/FP/GREEN GREY",8390,
283,laptop,E1404FA-VIPS554,Asus,"R5 7520/16GB/512/W11+OHS21/14""FHD IPS/BL/FP/SILVER",8390,
284,laptop,E1404FA-VIPS553M,Asus,"R5 7520/16GB/512/W11+OHS21+O365/14""FHD IPS/BL/FP/GREEN GREY",8390,
285,laptop,E1504FA-OLED553,Asus,"R5 7520/16GB/512/W11+OHS21/15.6""FHD OLED/BL/FP/SILVER",9195,
286,laptop,E1504FA-OLED553M,Asus,"R5 7520/16GB/512/W11+OHS21+O365/15.6""FHD OLED/BL/FP/SILVER",9195,
287,laptop,M1405YA-VIPS554,Asus,"R5 7430/16GB/512/W11+OHS21/14""WUXGA IPS/BL/FP/BLACK",8690,
288,laptop,M1405YA-VIPS555,Asus,"R5 7430/16GB/512/W11+OHS21/14""WUXGA IPS/BL/FP/SILVER",8690,
289,laptop,M5406NA-OLED552,Asus,"R5 7535HS/16GB/512/W11+OHS21/14""WUXGA OLED/1-ZONE RGB BL/WITH COPILOT KEY/NEUTRAL BLACK",10790,
290,laptop,M1405YA-VIPS751,Asus,"R7 7730/16GB/512/W11+OHS21/14""WUXGA IPS/BL/FP/SILVER",9795,
291,laptop,M1405YA-VIPS752,Asus,,9795,
292,laptop,M1405YA-OLEDS711,Asus,"R7 7730/16GB/SSD 1TB/W11+OHS21/14""2.8K OLED/BL/FP/INDIE BLACK",11845,
293,laptop,M1405YA-OLEDS713,Asus,"R7 7730/16GB/SSD 1TB/W11+OHS21/14""2.8K OLED/BL/FP/SILVER",11845,
294,laptop,M5406UA-OLED752,Asus,"R7 8845HS/16GB/512/W11+OHS21/14""WUXGA OLED/1-ZONE RGB BL WITH COPILOT KEY/BLACK",13195,
295,laptop,S5507QA-OLEDSP11M,Asus,"Snapdragon X Plus X1P/16GB/SSD 1TB/W11+OHS21+M365 1Y/15.6""3K OLED/1-ZONE RGB BL/COPILOT KEY/NUMPAD/SILVER",16995,
296,laptop,PRO ART HT5306QA-OLEDSP11M MODEL LEPASAN,Asus,"Snapdragon X Plus X1P42100/16GB/SSD 1TB/W11+OHS21+M365 1Y/13.3"" WQXGA+ OLED/TOUCH/PEN/BLACK",24795,
297,laptop,PRO ART HN7306WU-OLEDS911M,Asus,"Ryzen AI 9 365/24GB/SSD 1TB/RTX4050 6GB/W11+OHS21+M365 1Y/13.3"" 3K OLED/TOUCH/FLIP/PEN/BL/COPILOT KEY/NANO BLACK",30000,
298,laptop,TUF FA506NF-R525B6T-OM,Asus,"R5 7535HS/8GB/512/RTX2050 4GB/W11+OHS21+M365 1Y/15.6""FHD IPS/BL 1-ZONE RGB/GRAPHITE BLACK",9370,
299,laptop,TUF FA506NC-R535B6T-OM,Asus,"R5 7535HS/8GB/512/RTX3050 4GB/W11+OHS21+M365 1Y/15.6""FHD IPS/BL 1-ZONE RGB/BLACK",10790,
300,laptop,TUF FA507NU-R545K6M-OM,Asus,"R5 7535HS/16GB/512/RTX4050 6GB/W11+OHS21+M365 1Y/15.6""FHD IPS/100%sRGB/1 ZONE RGB BL/MECHA GREY",14445,
301,laptop,TUF FA506NFR-R725B1T-OM,Asus,"R7 7435HS/8GB/512/RTX2050 4GB/W11+OHS21+M365 1Y/15.6""FHD IPS/1-ZONE RGB BL/BLACK",10890,
302,laptop,TUF FA506NFR-R725B6T-OM 16GB,Asus,"R7 7435HS/16GB/512/RTX2050 4GB/W11+OHS21+M365 1Y/15.6""FHD IPS/1-ZONE RGB BL/GRAPHITE BLACK",10845,
303,laptop,TUF FA506NCR-R735B1T-OM,Asus,"R7 7435HS/8GB/512/RTX3050 4GB/W11+OHS21+M365 1Y/15.6""'FHD IPS/1-ZONE RGB BL/BLACK",11595,
304,laptop,TUF FA506NCR-R735B6T-OM 16GB,Asus,"R7 7435HS/16GB/512/RTX3050 4GB/W11+OHS21+M365 1Y/15.6""FHD IPS/RGB BL/BLACK",11595,
305,laptop,TUF FA507NUR-R745K6M-O,Asus,"R7 7435HS/16GB/512/RTX4050 6GB/W11+OHS21/15.6""FHD IPS/100%sRGB/BL 1-ZONE RGB/MECHA GREY",15495,
306,laptop,TUF FA401UU-R745G6G-OM,Asus,"R7 8845HS/16GB/512/RTX4050 6GB/W11+OHS+M365 1Y/14""QHD/100%sRGB/BL/JAEGAR GREY",21390,
307,laptop,TUF FA507UI-R947K9M-OM,Asus,"R9 8945H/16GB/SSD 1TB/RTX4070 8GB/W11+OHS21+M365 1Y/15.6""FHD IPS/100%sRGB/1-ZONE RGB BL/MECHA GREY",23995,
308,laptop,TUF FX507ZC4-I535B1M-O,Asus,"I5 12500H/8GB/512/RTX3050 4GB/W11+OHS21/15.6""FHD IPS/1-ZONE RGB BL/MECHA GREY",12345,
309,laptop,ROG GA403UU-R745OL6G-OM Zephyrus G14,Asus,"R7 8845HS/16GB/SSD 1TB/RTX4050 6GB/W11+OHS+M365 1Y/14"" 3K OLED/1-ZONE RGB BL/ECLIPSE GREY",29450,
310,laptop,ROG G614JU-I745J8G-OM  STRIX G16,Asus,"I7 13650HX/16GB/512/RTX4050 6GB/W11+OHS21+M365 1Y/16""FHD IPS/100%sRGB/4-ZONE RGB BL/MOUSE/GREY",22190,
311,laptop,ROG G614JV-I746C7G-OM  STRIX G16,Asus,"I7 13650HX/16GB/SSD 1TB/RTX4060 8GB/W11+OHS21+M365 1Y/16""QHD+ IPS/BL PER-KEY RGB/NUMPAD/ECLIPSE GREY",26400,
312,handphone,ASUS Zenfone 11 Ultra 12/256,Asus,"Eternal Black, Skyline Blue",9999,
313,laptop,IBOX MLY33ID Apple Macbook Air 2022,Apple,"M2 8C CPU/8GB/256/GPU 8C OS X/13.3""/1Y/MIDNIGHT BLACK/GAR RESMI IBOX",14400,
314,laptop,IBOX MRXV3ID Apple Macbook Air 13,Apple,"M3 8C GPU/8GB/256/8C CPU/13.3""/1Y/MIDNIGHT/GAR RESMI IBOX",16950,
315,handphone,iPhone 14 128GB,Apple,"Blue, Purple",12499,
316,handphone,iPhone 15 128GB,Apple,"Black, Blue",13249,
317,handphone,iPhone 15 Plus 128GB,Apple,Black,16249,
318,tablet,iPad Mini 7 Wifi 128GB,Apple,"Blue, Purple, Space Grey",9599,
319,tablet,iPad Mini 7 Wifi 256GB,Apple,Purple,11799,
320,tablet,iPad 9 Wifi 64GB,Apple,"Silver, Space Gray",5299,
321,tablet,iPad 9 Wifi 256GB,Apple,Space Gray,8199,
322,tablet,iPad 10 Wifi 64GB,Apple,"Silver, Pink, Blue",6499,
323,tablet,iPad 10 Wifi 256GB,Apple,Pink,9999,
324,tablet,iPad Air 5 Wifi 64GB,Apple,"Blue, Starlight",7999,
325,tablet,Apple iPad Air 11 4th Gen Wifi 128GB M2,Apple,"Space Gray, Starlight, Blue, Purple",11999,
326,tablet,Apple iPad Air 13 1st Gen Wifi 128GB M2,Apple,Space Gray,15499,
327,tablet,Apple iPad Pro 11 5th Gen Wifi 256GB M4,Apple,Space Black,19499,
328,laptop,"Apple MacBook Air (13.3 Inci, M1, 2020) 256GB",Apple,Space Grey,12499,
329,laptop,"Apple Macbook Air (13.6 Inci, M3, 2024) 256GB",Apple,"Space Gray, Starlight",17499,
330,laptop,"Apple Macbook Air (15.3 Inci, M3, 2024) 512GB",Apple,Midnight,24499,
331,watch,Watch S10 42mm,Apple,"Jet Black, Rose Gold",7299,
332,watch,Watch S10 46mm,Apple,"Jet Black, Rose Gold, Silver",7899,
333,watch,Watch S9 45mm,Apple,Starlight,6999,
334,watch,Watch S9 41mm,Apple,Starlight,6499,
335,watch,Watch SE (2) 44mm,Apple,Silver,4999,
336,aksesoris,Power Adapter 20W,Apple,-,499,
337,audio,Airpods Gen 4,Apple,-,2499,
338,audio,Airpods Gen 3rd Gen With Lightning Case,Apple,-,2799,
339,audio,Airpods Pro gen 2,Apple,-,4399,
340,audio,Airpods Pro gen2 with USB C,Apple,-,4399,
341,aksesoris,Apple Pencil gen 2,Apple,-,2599,
342,aksesoris,Apple Pencil (USB-C),Apple,-,1849,
343,komputer,SAMSUNG ESSENTIAL MONITOR S31C 22''FHD,Samsung,"LAYAR 21.5"" + HDMI",1190,
344,handphone,XIAOMI 14T 12/512 Grey,Xiaomi,-,7349,
345,handphone,REDMI 14C 6/128GB Black,Xiaomi,-,1574,
346,handphone,REDMI 14C 6/128GB Blue,Xiaomi,-,1574,
347,handphone,REDMI 14C 6/128GB Purple,Xiaomi,-,1574,
348,handphone,REDMI 14C 8/256GB Black,Xiaomi,-,1888,
349,handphone,REDMI 14C 8/256GB Purple,Xiaomi,-,1888,
350,handphone,REDMI A3 4/128 Black,Xiaomi,-,1258,
351,handphone,REDMI A3 4/128 Blue,Xiaomi,-,1258,
352,handphone,REDMI 13 8/128GB Black,Xiaomi,-,1888,
353,handphone,REDMI 13 8/128GB Gold,Xiaomi,-,1888,
354,handphone,REDMI 13 8/256GB Black,Xiaomi,-,2098,
355,handphone,REDMI 13 8/256GB Gold,Xiaomi,-,2098,
356,tablet,REDMI Pad SE 4/128 Grey,Xiaomi,-,2098,
357,tablet,REDMI Pad Pro 8/256 Grey,Xiaomi,-,4514,
358,tablet,REDMI Pad Pro 8/256 Mint Green,Xiaomi,-,4514,
359,tablet,REDMI Pad Pro 8/256 Ocean Blue,Xiaomi,-,4514,
360,tablet,Xiaomi Pad 6S Pro 12.4 8/256 Black,Xiaomi,-,8399,
361,komputer,AIO C24-1700 CI3/8GB,Acer,"I3 1215U/8GB/512/W11+OHS21/1Y/23.8""FHD",7595,
